DR. A.P.J. ABDUL KALAM UIT JHABUA,"GOVT. POLYTECHNIC CAMPUS,
KISHANPURI",JHABUA,"State Government
University"
ST.PAUL INSTITUTE OF PROFESSIONAL AND MANAGEMENT STUDIES,"7/1 BOUNDARY ROAD NEAR LALARAM NAGAR, INDORE",INDORE,Private-Self Financing
GURUKUL COLLEGE FOR EXCELLENCE,"KHASRA NO 71/1/3,GRAM-
SAMASPURA,GRAM PANCHAYAT
AMLA,RATIBAD BHADBHADA ROAD BHOPAL 462044",BHOPAL,Private-Self Financing
KOPAL COLLEGE FOR MANAGEMENT,"BARKHEDI KALAN, NEELBAD ROAD,",BHOPAL,"Private-Self
Financing"
GRADUATE SCHOOL OF BUSINESS,"VILLAGE NIPANIYA BYPASS OPP DELHI
PUBLIC SCHOOL INDORE",INDORE,"Private-Self
Financing"
"SHREE INSTITUTE OF PROFESSIONAL
STUDIES","VILLAGE JAKHYA INFRONT OF REOTI
RANGE UJJAIN ROAD INDORE",INDORE,"Private-Self
Financing"
"SWAMI VIVEKANAND INSTITUTE OF
MANAGEMENT TIKAMGARH","NEAR DHOOR KOAT MANDIR DHONGA
ROAD TIKAMGARH",TIKAMGARH,"Private-Self
Financing"
"ACHARYA RAJENDRA SURI SHIKSHA
MAHAVIDYALAYA","MANDSAUR BYPASS NEAR GURADIYA
BALAJI TEMPLE",MANDSAUR,"Private-Self
Financing"
GURUKRIPA COLLEGE OF MANAGEMENT,"KHASRA NO 71/1/2, GRAM SAMASPURA
GRAM PANCHAYAT AMLA-SARVAR ROAD, RATIBAD BHADBHADA ROAD BHOPAL",BHOPAL,Private-Self Financing
ACROPOLIS INSTITUTE OF DESIGN,"BYPASS ROAD, MANGLIA SQUARE,
MANGLIA",INDORE,"Private-Self
Financing"
"SHRIRAM SCHOOL OF BUSINESS
STUDIES","NATIONAL EXPRESSWAY (AB ROAD)
BANMORE",MORENA,"Private-Self
Financing"
MEDHAVI INSTITUTE OF MANAGEMENT,"KHAMARIYA NEEMKHEDA NEAR TFRI
GOUR",JABALPUR,"Private-Self
Financing"
ADITYA COLLEGE OF MANAGEMENT,"95, MAHADEVA ROAD, SHERGANJ",SATNA,"Private-Self
Financing"
INSTITUTE OF MANAGEMENT STUDIES,GUNA ROAD ASHOKNAGAR,ASHOK NAGAR,"Private-Self
Financing"
"REWA GURJAR INSTITUTE OF
MANAGEMENT STUDIES",GRAM RUPKHEDA,KHARGONE,"Private-Self
Financing"
"SIR ATMA RAM INSTITUTE OF
MANAGEMENT AND TECHNOLOGY","MOUZA MANEGAO, P.H.N.- 30, N.B. 379,
R.N.M.- JABALPUR ? 2",JABALPUR,"Private-Self
Financing"
DR. HARISINGH GOUR VISHWAVIDYALAYA SAGAR,"DR. HARISINGH GOUR
VISHWAVIDYALAYA SAGAR CENTRAL UNIVERSITY, SAGAR MP 470003",SAGAR,Central University
"BETWANCHAL COLLEGE OF
MANAGEMENT","NH146, GRAM MANIPUR, TEH.
GULABGANJ, VIDISHA",VIDISHA,"Private-Self
Financing"
KEWALSHREE INSTITUTE OF MANAGEMENT,"GRAM KANAD GRAM PANCHAYAT
GOKANYA KHANDWA ROAD TAHSIL MHOW DIST INDORE",INDORE,Private-Self Financing
"XAVIER INSTITUTE OF MANAGEMENT
JABALPUR XIMJ","XIDAS, 4TH, MILE, MANDLA ROAD,
TILHARI",JABALPUR,"Private-Self
Financing"
GURUDEV SHRI VIDHYASAGAR INSTITUTE OF MANAGEMENT,"KHASRA NO 424/2, SHERPUR, GANESH
VIHAR COLONY, WARD NO-32, VIDISHA, M.P.",VIDISHA,Private-Self Financing
"MAA SHANTA DEVI COLLEGE OF
MANAGMENT",ITARSI ROAD SAKADEHI BETUL M.P.,BETUL,"Private-Self
Financing"
"SWAMI VIVEKANAND INSTITUTE OF
MANAGEMENT SHAHDOL","NEAR BY KRISHIVIGYAN KENDRA
KALYANPUR SHAHDOL",SHAHDOL,"Private-Self
Financing"
SAI INSTITUTE OF MANAGEMENT,"KALI BAYDI ROAD BARODA KHARGONE
BYPASS BARWANI",BARWANI,"Private-Self
Financing"
"SHRI MAHAKAL INSTITUTE OF
MANAGEMENT AND SCIENCE","GRAM POKHARNI TEHSHIL TIMARNI
HARDA",HARDA,"Private-Self
Financing"
"KOPAL INSTITUTE OF MANAGEMENT
STUDIES","NEAR NEELBAD ,KALKHEDA ,BHOPAL",BHOPAL,"Private-Self
Financing"
"MEKALSUTA COLLEGE OF
MANAGEMENT",DINDORI,DINDORI,"Private-Self
Financing"
"LITTLE ANGEL INSTITUTE OF
PROFESSIONAL STUDIES","KHASRA NO 813/2 TELIKHEDA MHOW
GAON MHOW M.P.",INDORE,"Private-Self
Financing"
"SWAMI VIVEKANAND
MAHAVIDHYALYA","AWADHPURI COLONY, SEHORE",SEHORE,"Private-Self
Financing"
"SHRI VAISHNAV INSITUTE OF
MANEGMENT","SADA BY PASS, NIRAWALI, RAIRU,
GWALIOR",GWALIOR,"Private-Self
Financing"
ALIA INSTITUTE OF MANAGEMENT,"KHASRA NO-134,VILL-SIKANDRABAD,TEH- HUZUR,POST-RATIBAD",BHOPAL,Private-Self Financing
MAKHANLAL CHATURVEDI NATIONAL UNIVERSITY OF JOURNALISM AND COMMUNICATION,"MAKHANLAL CHATURVEDI NATIONAL
UNIVERSITY OF JOURNALISM AND COMMUNICATION, BHOPAL, (WWW.MCU.AC.IN), KHASRA NO. 253, 254, BISHAN KHEDI, TEHSIL: HUZUR, DISTRICT: BHOPAL, MADHYA PRADESH
462044, INDIA",BHOPAL,State Government University
"IPS ACADEMY, INSTITUTE OF BUSINESS
MANAGEMENT AND RESEARCH, INDORE, (M.P.)",HUKMAKHEDI RAJENDRA NAGAR A B ROAD INDORE,INDORE,Private-Self Financing
PRESTIGE INSTITUTE OF ENGINEERING MANAGEMENT & RESEARCH,"SCHEME NO 74-C, SECTOR-D, VIJAY NAGAR",INDORE,Private-Self Financing
BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT,"PATAN BY-PASS SQUARE, GRAM-
RAIGHAWA, JABALPUR, DIST- JABALPUR(M.P.)",JABALPUR,Private-Self Financing
"TECHNOCRATS INSTITUTE OF
TECHNOLOGY (EXCELLENCE)","INFRONT OF HATHAIKHEDA DAM, POST
PIPLANI, P.B. NO.-24, BHEL",BHOPAL,"Private-Self
Financing"
MEDI CAPS UNIVERSITY INDORE,"A.B. ROAD, PIGDAMBER RAU, INDORE",INDORE,"State Private
University"
"INDRA INSTITUTE OF MANAGEMENT
STUDIES DEWAS","GRAM AMARPURA TEHSIL DEWAS JILA
DEWAS",DEWAS,"Private-Self
Financing"
"GURUKRIPA COLLEGE OF
PROFESSIONAL STUDIES","GRAM KAMTON TEHSIL BARELI DIST.
RAISEN",RAISEN,"Private-Self
Financing"
MITTAL INSTITUTE OF TECHNOLOGY,"OPPOSITE BHOPAL MEMORIAL HOSPITAL,
NABI BAGH, KAROND",BHOPAL,"Private-Self
Financing"
PARAKH COLLEGE,"16/2/1 & 15 GRAM KHARPA
SECUNDARABAD ROAD RATOBAD BHOPAL",BHOPAL,Private-Self Financing
"IASSCOM FORTUNE INSTITUTE OF
TECHNOLOGY","GRAM RASULIA GOSAI RATIBAD
SIKANDARABAD ROAD BHOPAL",BHOPAL,"Private-Self
Financing"
"TRUBA COLLEGE OF SCIENCE &
TECHNOLOGY","KAROND-GANDHINAGAR, BY PASS ROAD.",BHOPAL,"Private-Self
Financing"
"PATEL COLLEGE OF SCIENCE &
TECHNOLOGY",RATIBAD,BHOPAL,"Private-Self
Financing"
"TECHNOCRATS INSTITUTE OF
TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING","INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B.NO-24, BHEL",BHOPAL,Private-Self Financing
GYAN GANGA COLLEGE OF TECHNOLOGY,"P.O. TILWARA GHAT, GARHA NEAR SHAH
NALA, TRIPURI WARD, JABALPUR 482003 MADHYA PRADESH",JABALPUR,Private-Self Financing
"SHRI G.S.INSTITUTE OF TECH. &
SCIENCE","23,PARK ROAD",INDORE,Govt aided
"SRI AUROBINDO INSTITUTE OF
TECHNOLOGY, INDORE","INDORE-UJJAIN HIGHWAY, NEAR MR-10
CROSSING, GRAM BHAVARASLA",INDORE,"Private-Self
Financing"
"MADHAV INSTITUTE OF TECHNOLOGY
& SCIENCE","P.O. RESIDENCY, GOLA KA MANDIR",GWALIOR,Govt aided
INSTITUTE OF TECHNOLOGY & MANAGEMENT,"ITM UNIVERSE CAMPUS, OPP. SITHOULI RAILWAY STATION, NH-75, JHANSI ROAD,",GWALIOR,Private-Self Financing
"TRUBA INSTITUTE OF ENGINEERING &
INFORMATION TECHNOLOGY","KAROND-GANDHI NAGAR, BY PASS ROAD",BHOPAL,"Private-Self
Financing"
NRI INSTITUTE OF INFORMATION SCIENCE AND TECHNOLOGY,"1, SAJJAN SINGH NAGAR, OPP. PATEL
NAGAR, RAISEN ROAD, BHOPAL - 462021(MP)",BHOPAL,Private-Self Financing
"VAISHNAVI INSTITUTES OF
TECHNOLOGY AND SCIENCE","VILLAGE MENDUA,TEHSIL GOUHARGANJ",RAISEN,"Private-Self
Financing"
GYAN GANGA INSTITUTE OF TECHNOLOGY & SCIENCES,"P.O: TILWARA GHAT, GARHA, NEAR SHAH
NALA, TRIPURI WARD, JABALPUR, MADHYA PRADESH-482003",JABALPUR,Private-Self Financing
"SHRI VAISHNAV POLYTECHNIC
COLLEGE",M.O.G. LINES,INDORE,Govt aided
"RAJEEV GANDHI PROUDYOGIKI
MAHAVIDYALAYA","VILLAGE SALAIYA,VIA DANISH
KUNJ,KOLAR ROAD",BHOPAL,"Private-Self
Financing"
"PRASHANTI INSTITUTE OF
TECHNOLOGY & SCIENCE","NEAR MAHAVEER TAPOBHUMI, GRAM
GANGEDI, INDORE ROAD, UJJAIN(MP)",UJJAIN,"Private-Self
Financing"
"S.R.GOVT. POLYTECHNIC COLLEGE,
SAGAR (MP)","TILLI ROAD, SAGAR (MP)",SAGAR,Government
"PATEL COLLEGE OF SCIENCE &
TECHNOLOGY",RALAMANDAL,INDORE,"Private-Self
Financing"
"SHRI VAISHNAV INSTITUTE OF
MANAGEMENT","SCHEME NO. 71,GUMASTA
NAGAR,INDORE(M.P)",INDORE,"Private-Self
Financing"
MAYO COLLEGE OF MANAGEMENT,"PLOT NO. - SA, SECTOR - B, INDIRA VIHAR
COLONY, AIRPORT ROAD",BHOPAL,"Private-Self
Financing"
"IPS ACADEMY, INSTITUTE OF ENGINEERING & SCIENCE, INDORE (MP)","INSTITUTE OF ENGINEERING & SICENCE,
IPS ACADEMY, RAJENDRA NAGAR A.B. ROAD INDORE 452012",INDORE,Private-Self Financing
NRI-INSTITUTE OF RESEARCH & TECHNOLOGY,"4, SAJJAN SINGH NAGAR, OPP. PATEL
NAGAR, RAISEN ROAD, BHOPAL (M.P.) INDIA PIN 462 021",BHOPAL,Private-Self Financing
"SAMRAT ASHOK TECHNOLOGICAL
INSTITUTE","CIVIL LINES, NETAJI SUBHASH MARG",VIDISHA,Govt aided
TECHNOCRATS INSTTITUTE OF TECHNOLOGY-MBA,"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO-24, BHEL, BHOPAL",BHOPAL,Private-Self Financing
"IES INSTITUTE OF TECHNOLOGY AND
MANAGEMENT","IES CAMPUS KALKHEDA RATIBAD MAIN
ROAD BHOPAL PIN-462044",BHOPAL,"Private-Self
Financing"
RAM RAJA COLLEGE OF MANAGEMENT,"ROTELA ROAD JANPAT PANCHAYAT KE
PEECHE PRITHVIPUR DISTRIC NIWARI",TIKAMGARH,"Private-Self
Financing"
ACROPOLIS INSTITUTE OF TECHNOLOGY AND RESEARCH,"ACROPOLIS INSTITUTE OF TECHNOLOGY AND RESEARCH MANGLIYA SQUARE
,BYPASS ROAD INDORE 453771",INDORE,Private-Self Financing
"IPS ACADEMY SCHOOL OF
COMPUTERS,INDORE(MP)","KNOWLEDGE VILLAGE AB ROAD
RAJENDRA NAGAR INDORE",INDORE,"Private-Self
Financing"
"PRESTIGE INSTITUTE OF INSTITUTE OF
MANAGEMENT AND RESEARCH","2 EDUCATION AND HEALTH SECTOR,
SCHEME NO 54, INDORE, 452010",INDORE,"Private-Self
Financing"
"SHIVAJIRAO KADAM INSTITUTE OF
TECHNOLOGY AND MANAGEMENT - TECHNICAL CAMPUS","RALAMANDAL NEAR TILLORE KHURD, INDORE",INDORE,Private-Self Financing
COLLEGE OF ENGINEERING,"INDORE BYPASS ROAD ARANDIYA, POST
JHALARIYA",INDORE,"Private-Self
Financing"
"PENTIUM POINT COLLEGE OF
MANAGEMENT","VILLAGE HARDI POST SAANW TEHSIL
HUZUR DISTT REWA MP",REWA,"Private-Self
Financing"
"SYNA INTERNATIONAL COLLEGE OF
MANAGEMENT STUDIES","NH7 JABALPUR ROAD NEAR NEW COURT
JHINJHARI",KATNI,"Private-Self
Financing"
"ANUSHASHAN INSTITUTE OF
MANAGEMENT","GRAM KEMORI. POST BILHARI, ZILA
KATNI,",KATNI,"Private-Self
Financing"
"DR. BHAGAT SINGH RAI INSTITUTE OF
TECHNOLOGY","PALARI MANDLA ROAD TEHSIL SEONI
DISTRICT SEONI",SEONI,"Private-Self
Financing"
RENAISSANCE UNIVERSITY,"GRAM REVTI, BEHIND AUROBINDO
HOSPITAL, SANWER UJJAIN ROAD, INDORE",INDORE,State Private University
"GOMTI NANDAN INSTITUTE OF
MANAGEMENT AND RESEARCH",ANDHI WARD TAHSIL BINA JILA SAGAR,SAGAR,"Private-Self
Financing"
"JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)","VIDHYA VIHAR , BORAWAN TEHSIL -
KASRAWAD DIST. - KHARGONE M.P. - 451228",KHARGONE,Private-Self Financing
DC BUSINESS SCHOOL,"1, RESIDENCY AREA, DALY COLLEGE
CAMPUS",INDORE,"Private-Self
Financing"
ABHYUDAY UNIVERSITY,"GAWADI FATA, KHANDWA ROAD,
MAGARIYA, KHARGONE",KHARGONE,"State Private
University"
"CENTRE FOR RESEARCH AND
INDUSTRIAL STAFF PERFORMANCE CRISP","OPPOSITE MANAS BHAWAN SHYAMLA
HILLS CAMPUS OF GOVT S V POLYTECHNIC",BHOPAL,Government
NRI SCHOOL OF MANAGEMENT STUDIES,"12 SAJJAN SINGH NAGAR RAISEN ROAD
BHOPAL",BHOPAL,"Private-Self
Financing"
KATNI ARTS AND COMMERCE COLLEGE,"NAI BASTI, SARSWATI SCHOOL ROAD",KATNI,"Private-Self
Financing"
"NACHIKETA COLLEGE OF BUSINESS
STUDIES","JDA SCHEME NO 5, KACHNAR CITY ROAD,
VIJAY NAGAR",JABALPUR,"Private-Self
Financing"
ATAL BIHARI VAJPAYEE HINDI VISHWAVIDYALAYA BHOPAL,"ATAL BIHARI HINDI
VISHVAVIDHYALAYA , MUGALIYA KOT SUKHI SEVANIYA BHOPAL",BHOPAL,State Government University
"YASHWANTRAO CHAVAN SCHOOL OF
RURAL DEVELOPMENT",VIDYANAGAR SHIVAJI UNIVERSITY,KOLHAPUR,Government
SIDDHARTH POLYTECHNIC,"672/1, SHEGAON ROAD",SANGLI,"Private-Self
Financing"
PRIN. K.P. MANGALVEDHEKAR INSTITUTE OF MANAGEMENT CAREER DEVELOPMENT AND RESEARCH,"156-B, RAILWAY LINES, SURVEY NO 8409/1 A",SOLAPUR,Private-Self Financing
"KCT'S, K.R.SAPKAL COLLEGE OF MANAGEMENT STUDIES, ANJANERI,NASHIK","KALYANI CHARITABLE TRUST'S KALYANI
HILLS, SAPKAL KNOWLEDGE HUB, ANJANERI, TAL-TRIMBAKSHWAR, DIST- NASHIK,STATE-MAHARASHTRA PINCODE- 422212",NASHIK,Private-Self Financing
CHETAN DATTAJI GAIKWAD INSTITUTE OF MANAGEMENT STUDIES,"25, KARVE ROAD , PUNE.411004",PUNE,Private-Self Financing
RAJENDRA MANE POLYTECHNIC,"AT AND POST AMBAV DEVRUKH TAL.
SANGAMESHWAR DIST RATNAGIRI",RATNAGIRI,"Private-Self
Financing"
"RAJARSHI SHAHU INSTITUTE OF
MANAGEMENT","P-75, BEHIND GARWARE POLYESTER,
CHIKALTHANA MIDC, AURANGABAD",AURANGABAD,"Private-Self
Financing"
COLLEGE OF MILITARY ENGINEERING,"COLLEGE OF MILITARY ENGINEERING,
PUNE-411 031",PUNE,Government
"SAHAKAR MAHARSHI SHANKARRAO
MOHITE-PATIL INSTITUTE OF TECHNOLOGY & RESEARCH","GAT NO. 93/2/2, 94 AT/POST -
YASHWANTNAGAR, TALUKA - MALSHIRAS, DISTRICT - SOLAPUR",SOLAPUR,Private-Self Financing
"P.G. DEPTT. OF COMP. SCI. & TECH., D.C.P.E., HVP MANDAL AMRAVATI","HANUMAN VYAYAM PRASARAK
MANDAL CAMPUS, HANUMAN VYAYAM NAGAR, AMRAVATI",AMRAVATI,Private-Self Financing
"B. S. BANDEKAR COLLEGE OF FINE ART,( APPLIED ART).","SURVE NO.54/01, NEAR FOREST
BHAVAN,SALAIWADA,AT/PO.SAWANTWA DI,DIST:-SINDHUDURGA.416510",SINDHUDURG,Private-Self Financing
"GES' DEPARTMENT OF MANAGEMENT
TECHNOLOGY, NMD PG COLLEGE OF ARTS, COMMERCE, LAW & MANAGEMENT, GONDIA","KUDWA ROAD, RAMNAGAR",GONDIA,Private-Self Financing
"S K N SINHGAD SCHOOL OF BUSINESS
MANAGEMENT","SR. NO. 10/1 AMBEGAON (BK.), TALUKA
HAVELI, DIST PUNE 411041",PUNE,"Private-Self
Financing"
"INSTITUTE OF INFORMATION
TECHNOLOGY & MANAGEMENT","DNYANOPASAK COLLEGE CAMPUS,
JINTUR ROAD, PARBHANI.",PARBHANI,"Private-Self
Financing"
INDIRA SCHOOL OF BUSINESS STUDIES,"89/2-A,NEW PUNE- MUMBAI HIGHWAY",PUNE,"Private-Self
Financing"
"SANT GAJANAN MAHARAJ RURAL
POLYTECHNIC","SITE - CHINCHEWADI, TAL - GADHINGLAJ,
DIST. KOLHAPUR",KOLHAPUR,"Private-Self
Financing"
"MCT'S RAJIV GANDHI INSTITUTE OF
TECHNOLOGY, MUMBAI","JUHU-VERSOVA LINK ROAD, VERSOVA,
ANDHERI (W), MUMBAI-400 053",MUMBAI SUBURBAN,"Private-Self
Financing"
"NAGARJUNA INSTITUTE OF
ENGINEERING, TECHNOLOGY & MANAGEMENT","KHASRA NO.27, 32B, VILLAGE SATNAVRI, AMRAVATI RAOD, NAGPUR",NAGPUR,Private-Self Financing
ALKESH DINESH MODY INSTITUTE FOR FINANCIAL AND MANAGEMENT STUDIES,"JORAVAR BHAVAN, OPP. NEW BOYS HOSTEL, MUMBAI UNIVERSITY, KALINA VIDYANAGARI CAMPUS, SANTACRUZ(E)",MUMBAI CITY,Government
W.K.B.S.MANDAL'S DR. SURYAKANTA R. AJMERA MCA COLLEGE FOR WOMEN,"VIDYA NAGARI, NERA DATTA MANDIR, DEOPUR,DHULE",DHULE,Private-Self Financing
"P.R.PATIL INSTITUTE OF POLYTECHNIC & TECH.,","SUR. NO 533/3, ARVI ROAD, TALEGAON(SP) TQ. ASHTI DIST. WARDHA",WARDHA,Private-Self Financing
VIVA INSTITUTE OF TECHNOLOGY,"AT:- SHIRGAON, POST:- VIRAR (EAST),
TAL:- VASAI, DIST:- THANE.",THANE,"Private-Self
Financing"
"GENBA SOPANRAO MOZE TRUST'S
PARVATIBAI GENBA MOZE COLLEGE OF ENGINEERING,WAGHOLI, PUNE","GAT NO. 2181, WAGHOLI, TAL. HAVELI, DIST. PUNE",PUNE,Private-Self Financing
SANJIVANI PRATISTHAN INSTITUTE OF TECHNOLOGY,"AT-KURUND, POST-RALEGAN THERPAL, TAL-PARNER, DIST-AHMEDNAGAR",AHMEDNAGAR,Private-Self Financing
"RIZVI INSTITUTE OF MANAGEMENT
STUDIES AND RESEARCH","SHERLY RAJAN ROAD, OFF. CARTER
ROAD, BANDRA (WEST),",MUMBAI CITY,"Private-Self
Financing"
"ST. VINCENT PALLOTTI COLLEGE OF
ENGG. & TECHNOLOGY, NAGPUR","GAVSI MANAPUR, WARDHA ROAD,
NAGPUR 441108",NAGPUR,"Private-Self
Financing"
VITTHAL PATIL POLYTECHNIC,"A/P INAM DHAMNI, TAL:- MIRAJ, DIST:-
SANGLI-416416",SANGLI,"Private-Self
Financing"
"K.T.PATIL COLLEGE OF ENGINEEGING &
TECHNOLOGY , OSMANABAD","JADHAVWADI ROAD ,OSMANABAD",OSMANABAD,"Private-Self
Financing"
SHRI GURU GOBIND SINGHJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,VISHNUPURI,NANDED,Government
"VIVEKANAND EDUCATION SOCIETY'S
POLYTECHNIC","SINDHI SOCIETY, CHEMBUR, MUMBAI-
400071",MUMBAI CITY,"Private-Self
Financing"
"D. Y. PATIL INSTITUTE OF MASTER OF
COMPUTER APPLICATIONS AND MANAGEMENT","SECTOR NO - 29, NIGDI- PRADHIKRAN, AKURDI, PUNE - 411044",PUNE,Private-Self Financing
"LEXICON MANAGEMENT INSTITUTE OF
LEADERSHIP AND EXCELLENCE","LEXICON ESTATE GUT NO 726, PUNE-
NAGAR ROAD WAGHOLI",PUNE,"Private-Self
Financing"
DR D Y PATIL VIDYAPEETH PUNE,"SANT TUKARAM NAGAR, PIMPRI",PUNE,"Deemed to be
University(Pvt)"
"DATTA MEGHE INSTITUTE OF HIGHER
EDUCATION AND RESEARCH (DEEMED TO BE UNIVERSITY)","SALOD(H), WARDHA, MAHARASHTRA, 442001",WARDHA,Deemed to be University(Pvt)
"INSTITUTE OF INDUSTRIAL AND
COMPUTER MANAGEMENT AND RESEARCH",HS2 SECTOR 27 A NIGDI PRADHIKARAN PUNE 411044,PUNE,Private-Self Financing
UNIQUE INSTITUTE OF MANAGEMENT,"S. NO. 36 / 3C, KATRAJ KONDHAVA ROAD,
KATRAJ",PUNE,"Private-Self
Financing"
"GURUKUL POLYTECHNIC
NAGRA,GONDIA",AT+PO:NAGRA TAL:GONDIA DIST:GONDIA,GONDIA,"Private-Self
Financing"
ADITYA SCHOOL OF BUSINESS MANAGEMENT,"ADITYA EDUCATIONAL CAMPUS,
R.M.BHATTAD MARG, KALAPANA CHAWLA CHOWK, RAM NAGAR, BORIVALI WEST,",MUMBAI SUBURBAN,Private-Self Financing
"INDIRA SCHOOL OF BUSINESS STUDIES
PGDM","89/2-A, NEW PUNE MUMBAI HIGHWAY,
TATHAWADE",PUNE,"Private-Self
Financing"
"ADITYA INSTITUTE OF MANAGEMENT-
PGDM","SR.NO.42(PART), NARHE-AMBEGAON,
NEAR SPRINGDALE SCHOOL PUNE",PUNE,"Private-Self
Financing"
"SURYADATTA INSTITUTE OF
MANAGEMENT AND MASS COMMUNICATION PGDM","SURVEY NO. 342, BAVDHAN (BK) PUNE 411021 MAHARASHTRA",PUNE,Private-Self Financing
TERNA GLOBAL BUSINESS SCHOOL,"PLOT NO. 12, SECTOR-22, OPP. NERUL
RAILWAY STATION, PHASE II, NERUL(W), NAVI MUMBAI",THANE,Private-Self Financing
VIVEKANAND EDUCATION SOCIETY'S BUSINESS SCHOOL,"495-497, HASHU ADWANI MEMORIAL
COMPLEX, COLLECTOR'S COLONY, CHEMUR , MUMBAI",MUMBAI SUBURBAN,Private-Self Financing
"ST. FRANCIS INSTITUTE OF
MANAGEMENT AND RESEARCH PGDM","MT. POINSUR, S.V.P. ROAD, BORIVALI
WEST",MUMBAI SUBURBAN,"Private-Self
Financing"
SIES SCHOOL OF BUSINESS STUDIES,"SRI. CHANDRASEKARENDRA
SARASWATHI VIDYAPURAM PLOT 1E, SECTOR 5, NERUL , NAVI MUMBAI",THANE,Private-Self Financing
SVIMS BUSINESS SCHOOL,"PLOT NO-117,ROAD NO-7A,SEWERI-
WADALA ESTATE, WADALA-WEST",MUMBAI CITY,"Private-Self
Financing"
"DURGADEVI SARAF GLOBAL BUSINESS
SCHOOL","23-A,24-28, S.V.ROAD, MALAD WEST",MUMBAI CITY,"Private-Self
Financing"
"PRIN. L.N. WELINGKAR INSTITUTE OF
MANAGEMENT DEVELOPMENT AND RESEARCH (PGDM)",LAKHAMSI NAPOO ROAD,MUMBAI CITY,Private-Self Financing
GNIMS BUSINESS SCHOOL,MATUNGA EAST MUMBAI 400019,MUMBAI CITY,"Private-Self
Financing"
THAKUR GLOBAL BUSINESS SCHOOL,"C- BLOCK, THAKUR EDUCATIONAL
CAMPUS, SHYAMNARAYAN THAKUR MARG, THAKUR VILLAGE",MUMBAI CITY,Private-Self Financing
"PUNE INSTITUTE OF BUSINESS
MANAGEMENT FOR PGDM","GUT NO. 605/1, LAVASA ROAD,
MUKAIWADI, PIRANGUT, PUNE",PUNE,"Private-Self
Financing"
ISMS-TBS,"GAT NO. 110A, SURVEY NO. 24, BEHIND
SHINDEWADI OCTROI NAKA, SHINDEWADI, PUNE",PUNE,Private-Self Financing
KOHINOOR MANAGEMENT SCHOOL,KOHINOOR CITY KIROL ROAD,MUMBAI CITY,"Private-Self
Financing"
ATHARVA SCHOOL OF BUSINESS,"MALAD MARVE ROAD, CHARKOP NAKA,
MALAD WEST",MUMBAI SUBURBAN,"Private-Self
Financing"
"VISHWESHWARAYYA ABHIYANTRIKI
PADVIKA MAHAVIDYALAYA","DILIP NAGAR ALMALA TQ AUSA DIST
LATUR",LATUR,"Private-Self
Financing"
SHRI VILE PARLE KELAVANI MANDALS NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES SVKMS NMIMS,"V. L. MEHTA ROAD, VILE PARLE (W), MUMBAI 40056.",MUMBAI SUBURBAN,Deemed to be University(Pvt)
"PADMASHREE DR. D Y PATIL
VIDYAPEETH DEEMED TO BE UNVERSITY","DNYANPUSHPA NIKETAN, PLOT NO.
10,SECTOR 4, CBD BELAPUR, NAVI MUMBAI",THANE,Deemed to be University(Pvt)
INSTITUTE FOR TECHNOLOGY & MANAGEMENT,"ITM CAMPUS, PLOT NO.25 & 26,
INSTITUTIONAL AREA, SECTOR-4, OPP. HIRANANDANI TOWERS, KHARGHAR, NAVI MUMBAI - 410210",RAIGAD,Private-Self Financing
SHRI TULJABHAVANI COLLEGE OF ENGINEERING,NALDURG ROAD TULJAPUR - 413 601 DIST- OSMANABAD [MAHARASHTRA STATE],OSMANABAD,Private-Self Financing
RAJIV GANDHI INSTITUTE OF POLYTECHNIC,"EDUCATIONAL AREA. GURUNATHAPPA BAVAGE KNOWLEDGE CITY, HASEGAON",LATUR,Private-Self Financing
FTII,"LAW COLLEGE ROAD, NEAR NAL STOP,
PUNE,",PUNE,Government
PUNE BUSINESS SCHOOL,"SECTOR NO. 26, PRADHIKARAN, NIGDI,
PUNE.",PUNE,"Private-Self
Financing"
VIJAY PATIL SCHOOL OF MANAGEMENT,"D Y PATIL UNIVERSITY, SECTOR 7, NERUL",THANE,"Deemed to be
University(Pvt)"
"S.P.MANDALI'S PRIN.N.G.NARALKAR
INSTITUTE OF CAREER DEVELOPMENT AND RESEARCH","536, SHANIWAR PETH, APPA BALWANT CHOWK,",PUNE,Private-Self Financing
INTERNATIONAL INSTITUTE OF MANAGEMENT SCIENCE,"S. NO. 169/1/A, OPP. ELPRO INTERNATIONAL, CHINCHWAD, PUNE - 33",PUNE,Private-Self Financing
SANTOSH N. DARADE POLYTECHNIC,"AT POST BABHULGAON, TAL.YEOLA,
DIST.NASIK",NASHIK,"Private-Self
Financing"
"AABASAHEB SHIVAJIRAO SITARAM
PATIL INSTITUTE OF POLYTECHNIC","AT. CHINCHPURA PO. PIMPRI TAL.
DHARANGAON DIST. JALGAON",JALGAON,"Private-Self
Financing"
